"Latest: Time (s)","Latest: Pressure (kPa)"
5.8825,197.746371003
5.885,197.746371003
5.8875,197.746371003
5.89,197.746371003
5.8925,197.746371003
5.895,197.746371003
5.8975,197.746371003
5.9,197.746371003
5.9025,197.746371003
5.905,197.746371003
5.9075,197.746371003
5.91,197.746371003
5.9125,197.746371003
5.915,197.746371003
5.9175,197.746371003
5.92,197.746371003
5.9225,197.746371003
5.925,197.746371003
5.9275,197.746371003
5.93,197.746371003
5.9325,197.746371003
5.935,197.746371003
5.9375,197.746371003
5.94,197.746371003
5.9425,197.746371003
5.945,197.746371003
5.9475,197.746371003
5.95,197.746371003
5.9525,197.746371003
5.955,197.746371003
5.9575,197.746371003
5.96,197.746371003
5.9625,197.746371003
5.965,197.746371003
5.9675,197.746371003
5.97,197.746371003
5.9725,197.746371003
5.975,197.746371003
5.9775,197.746371003
5.98,197.746371003
5.9825,197.746371003
5.985,197.746371003
5.9875,197.746371003
5.99,197.746371003
5.9925,197.746371003
5.995,197.746371003
5.9975,197.746371003
6,197.746371003
6.0025,197.746371003
6.005,197.746371003
6.0075,197.746371003
6.01,197.746371003
6.0125,197.746371003
6.015,197.746371003
6.0175,197.746371003
6.02,197.746371003
6.0225,197.746371003
6.025,197.68643878
6.0275,197.746371003
6.03,197.746371003
6.0325,197.746371003
6.035,197.746371003
6.0375,197.746371003
6.04,197.746371003
6.0425,197.746371003
6.045,197.746371003
6.0475,197.746371003
6.05,197.746371003
6.0525,197.746371003
6.055,197.746371003
6.0575,197.746371003
6.06,197.746371003
6.0625,197.746371003
6.065,197.746371003
6.0675,197.746371003
6.07,197.746371003
6.0725,197.746371003
6.075,197.746371003
6.0775,197.746371003
6.08,197.746371003
6.0825,197.746371003
6.085,197.746371003
6.0875,197.746371003
6.09,197.746371003
6.0925,197.746371003
6.095,197.746371003
6.0975,197.746371003
6.1,197.746371003
6.1025,197.746371003
6.105,197.746371003
6.1075,197.746371003
6.11,197.746371003
6.1125,197.746371003
6.115,197.746371003
6.1175,197.746371003
6.12,197.746371003
6.1225,197.746371003
6.125,197.746371003
6.1275,197.746371003
6.13,197.746371003
6.1325,197.746371003
6.135,197.746371003
6.1375,197.746371003
6.14,197.746371003
6.1425,197.746371003
6.145,197.746371003
6.1475,197.746371003
6.15,197.746371003
6.1525,197.746371003
6.155,197.746371003
6.1575,197.746371003
6.16,197.746371003
6.1625,197.746371003
6.165,197.746371003
6.1675,197.746371003
6.17,197.746371003
6.1725,197.746371003
6.175,197.746371003
6.1775,197.746371003
6.18,197.746371003
6.1825,197.746371003
6.185,197.746371003
6.1875,197.746371003
6.19,197.746371003
6.1925,197.746371003
6.195,197.746371003
6.1975,197.746371003
6.2,197.746371003
6.2025,197.746371003
6.205,197.746371003
6.2075,197.746371003
6.21,197.746371003
6.2125,197.746371003
6.215,197.746371003
6.2175,197.746371003
6.22,197.746371003
6.2225,197.746371003
6.225,197.746371003
6.2275,197.746371003
6.23,197.746371003
6.2325,197.746371003
6.235,197.746371003
6.2375,197.746371003
6.24,197.746371003
6.2425,197.746371003
6.245,197.746371003
6.2475,197.746371003
6.25,197.746371003
6.2525,197.746371003
6.255,197.746371003
6.2575,197.746371003
6.26,197.746371003
6.2625,197.746371003
6.265,197.68643878
6.2675,197.746371003
6.27,197.746371003
6.2725,197.746371003
6.275,197.746371003
6.2775,197.746371003
6.28,197.746371003
6.2825,197.746371003
6.285,197.746371003
6.2875,197.746371003
6.29,197.746371003
6.2925,197.746371003
6.295,197.746371003
6.2975,197.746371003
6.3,197.746371003
6.3025,197.746371003
6.305,197.746371003
6.3075,197.68643878
6.31,197.746371003
6.3125,197.746371003
6.315,197.746371003
6.3175,197.746371003
6.32,197.746371003
6.3225,197.746371003
6.325,197.746371003
6.3275,197.746371003
6.33,197.746371003
6.3325,197.746371003
6.335,197.746371003
6.3375,197.68643878
6.34,197.746371003
6.3425,197.746371003
6.345,197.746371003
6.3475,197.746371003
6.35,197.746371003
6.3525,197.746371003
6.355,197.746371003
6.3575,197.746371003
6.36,197.746371003
6.3625,197.746371003
6.365,197.68643878
6.3675,197.746371003
6.37,197.746371003
6.3725,197.746371003
6.375,197.746371003
6.3775,197.746371003
6.38,197.746371003
6.3825,197.746371003
6.385,197.746371003
6.3875,197.746371003
6.39,197.746371003
6.3925,197.746371003
6.395,197.746371003
6.3975,197.746371003
6.4,197.746371003
6.4025,197.746371003
6.405,197.746371003
6.4075,197.746371003
6.41,197.746371003
6.4125,197.746371003
6.415,197.746371003
6.4175,197.746371003
6.42,197.746371003
6.4225,197.746371003
6.425,197.746371003
6.4275,197.746371003
6.43,197.746371003
6.4325,197.746371003
6.435,197.746371003
6.4375,197.746371003
6.44,197.68643878
6.4425,197.746371003
6.445,197.746371003
6.4475,197.746371003
6.45,197.746371003
6.4525,197.746371003
6.455,197.746371003
6.4575,197.746371003
6.46,197.746371003
6.4625,197.746371003
6.465,197.746371003
6.4675,197.746371003
6.47,197.746371003
6.4725,197.746371003
6.475,197.746371003
6.4775,197.746371003
6.48,197.746371003
6.4825,197.746371003
6.485,197.746371003
6.4875,197.746371003
6.49,197.746371003
6.4925,197.746371003
6.495,197.746371003
6.4975,197.746371003
6.5,197.746371003
6.5025,197.746371003
6.505,197.746371003
6.5075,197.746371003
6.51,197.746371003
6.5125,197.746371003
6.515,197.746371003
6.5175,197.746371003
6.52,197.746371003
6.5225,197.68643878
6.525,197.746371003
6.5275,197.746371003
6.53,197.746371003
6.5325,197.746371003
6.535,197.746371003
6.5375,197.746371003
6.54,197.68643878
6.5425,197.746371003
6.545,197.746371003
6.5475,197.746371003
6.55,197.746371003
6.5525,197.746371003
6.555,197.746371003
6.5575,197.746371003
6.56,197.746371003
6.5625,197.746371003
6.565,197.746371003
6.5675,197.746371003
6.57,197.68643878
6.5725,197.746371003
6.575,197.746371003
6.5775,197.746371003
6.58,197.746371003
6.5825,197.746371003
6.585,197.746371003
6.5875,197.746371003
6.59,197.746371003
6.5925,197.746371003
6.595,197.746371003
6.5975,197.746371003
6.6,197.746371003
6.6025,197.746371003
6.605,197.746371003
6.6075,197.746371003
6.61,197.746371003
6.6125,197.746371003
6.615,197.746371003
6.6175,197.746371003
6.62,197.746371003
6.6225,197.746371003
6.625,197.746371003
6.6275,197.746371003
6.63,197.746371003
6.6325,197.746371003
6.635,197.746371003
6.6375,197.746371003
6.64,197.746371003
6.6425,197.746371003
6.645,197.746371003
6.6475,197.746371003
6.65,197.746371003
6.6525,197.746371003
6.655,197.746371003
6.6575,197.746371003
6.66,197.746371003
6.6625,197.746371003
6.665,197.746371003
6.6675,197.746371003
6.67,197.746371003
6.6725,197.746371003
6.675,197.746371003
6.6775,197.746371003
6.68,197.746371003
6.6825,197.746371003
6.685,197.746371003
6.6875,197.746371003
6.69,197.746371003
6.6925,197.746371003
6.695,197.746371003
6.6975,197.746371003
6.7,197.746371003
6.7025,197.746371003
6.705,197.746371003
6.7075,197.746371003
6.71,197.746371003
6.7125,197.746371003
6.715,197.746371003
6.7175,197.746371003
6.72,197.746371003
6.7225,197.746371003
6.725,197.746371003
6.7275,197.746371003
6.73,197.746371003
6.7325,197.746371003
6.735,197.746371003
6.7375,197.746371003
6.74,197.746371003
6.7425,197.746371003
6.745,197.746371003
6.7475,197.746371003
6.75,197.746371003
6.7525,197.746371003
6.755,197.746371003
6.7575,197.746371003
6.76,197.746371003
6.7625,197.746371003
6.765,197.746371003
6.7675,197.746371003
6.77,197.746371003
6.7725,197.746371003
6.775,197.68643878
6.7775,197.746371003
6.78,197.746371003
6.7825,197.746371003
6.785,197.746371003
6.7875,197.746371003
6.79,197.68643878
6.7925,197.68643878
6.795,197.746371003
6.7975,197.746371003
6.8,197.68643878
6.8025,197.746371003
6.805,197.68643878
6.8075,197.68643878
6.81,197.746371003
6.8125,197.746371003
6.815,197.746371003
6.8175,197.746371003
6.82,197.746371003
6.8225,197.746371003
6.825,197.746371003
6.8275,197.746371003
6.83,197.746371003
6.8325,197.68643878
6.835,197.746371003
6.8375,197.746371003
6.84,197.68643878
6.8425,197.68643878
6.845,197.68643878
6.8475,197.746371003
6.85,197.68643878
6.8525,197.746371003
6.855,197.68643878
6.8575,197.68643878
6.86,197.68643878
6.8625,197.746371003
6.865,197.68643878
6.8675,197.68643878
6.87,197.746371003
6.8725,197.68643878
6.875,197.68643878
6.8775,197.68643878
6.88,197.68643878
6.8825,197.68643878
6.885,197.68643878
6.8875,197.68643878
6.89,197.68643878
6.8925,197.68643878
6.895,197.68643878
6.8975,197.68643878
6.9,197.622760793
6.9025,197.68643878
6.905,197.68643878
6.9075,197.68643878
6.91,197.622760793
6.9125,197.622760793
6.915,197.622760793
6.9175,197.68643878
6.92,197.622760793
6.9225,197.622760793
6.925,197.622760793
6.9275,197.622760793
6.93,197.622760793
6.9325,197.622760793
6.935,197.622760793
6.9375,197.562828569
6.94,197.562828569
6.9425,197.622760793
6.945,197.562828569
6.9475,197.622760793
6.95,197.622760793
6.9525,197.562828569
6.955,197.68643878
6.9575,197.68643878
6.96,197.562828569
6.9625,197.562828569
6.965,197.562828569
6.9675,197.562828569
6.97,197.562828569
6.9725,197.562828569
6.975,197.562828569
6.9775,197.622760793
6.98,197.562828569
6.9825,197.562828569
6.985,197.562828569
6.9875,197.562828569
6.99,197.562828569
6.9925,197.562828569
6.995,197.562828569
6.9975,197.502896346
7,197.502896346
7.0025,197.502896346
7.005,197.502896346
7.0075,197.502896346
7.01,197.502896346
7.0125,197.502896346
7.015,197.562828569
7.0175,197.502896346
7.02,197.562828569
7.0225,197.562828569
7.025,197.502896346
7.0275,197.502896346
7.03,197.502896346
7.0325,197.502896346
7.035,197.502896346
7.0375,197.502896346
7.04,197.502896346
7.0425,197.439218359
7.045,197.562828569
7.0475,197.502896346
7.05,197.502896346
7.0525,197.502896346
7.055,197.502896346
7.0575,197.502896346
7.06,197.502896346
7.0625,197.562828569
7.065,197.562828569
7.0675,197.502896346
7.07,197.502896346
7.0725,197.502896346
7.075,197.562828569
7.0775,197.502896346
7.08,197.502896346
7.0825,197.502896346
7.085,197.502896346
7.0875,197.502896346
7.09,197.502896346
7.0925,197.562828569
7.095,197.502896346
7.0975,197.502896346
7.1,197.562828569
7.1025,197.562828569
7.105,197.502896346
7.1075,197.562828569
7.11,197.562828569
7.1125,197.502896346
7.115,197.502896346
7.1175,197.502896346
7.12,197.562828569
7.1225,197.502896346
7.125,197.562828569
7.1275,197.502896346
7.13,197.562828569
7.1325,197.562828569
7.135,197.562828569
7.1375,197.502896346
7.14,197.502896346
7.1425,197.502896346
7.145,197.502896346
7.1475,197.502896346
7.15,197.562828569
7.1525,197.562828569
7.155,197.562828569
7.1575,197.502896346
7.16,197.502896346
7.1625,197.502896346
7.165,197.562828569
7.1675,197.502896346
7.17,197.502896346
7.1725,197.562828569
7.175,197.502896346
7.1775,197.502896346
7.18,197.502896346
7.1825,197.562828569
7.185,197.502896346
7.1875,197.502896346
7.19,197.502896346
7.1925,197.562828569
7.195,197.502896346
7.1975,197.502896346
7.2,197.502896346
7.2025,197.502896346
7.205,197.502896346
7.2075,197.502896346
7.21,197.502896346
7.2125,197.502896346
7.215,197.502896346
7.2175,197.502896346
7.22,197.562828569
7.2225,197.562828569
7.225,197.502896346
7.2275,197.502896346
7.23,197.502896346
7.2325,197.502896346
7.235,197.502896346
7.2375,197.562828569
7.24,197.562828569
7.2425,197.502896346
7.245,197.562828569
7.2475,197.502896346
7.25,197.562828569
7.2525,197.502896346
7.255,197.502896346
7.2575,197.502896346
7.26,197.562828569
7.2625,197.502896346
7.265,197.502896346
7.2675,197.502896346
7.27,197.562828569
7.2725,197.502896346
7.275,197.502896346
7.2775,197.502896346
7.28,197.502896346
7.2825,197.562828569
7.285,197.502896346
7.2875,197.502896346
7.29,197.562828569
7.2925,197.502896346
7.295,197.502896346
7.2975,197.502896346
7.3,197.502896346
7.3025,197.562828569
7.305,197.562828569
7.3075,197.502896346
7.31,197.562828569
7.3125,197.502896346
7.315,197.502896346
7.3175,197.502896346
7.32,197.562828569
7.3225,197.502896346
7.325,197.502896346
7.3275,197.562828569
7.33,197.502896346
7.3325,197.562828569
7.335,197.502896346
7.3375,197.562828569
7.34,197.562828569
7.3425,197.502896346
7.345,197.502896346
7.3475,197.502896346
7.35,197.502896346
7.3525,197.502896346
7.355,197.502896346
7.3575,197.502896346
7.36,197.502896346
7.3625,197.562828569
7.365,197.502896346
7.3675,197.502896346
7.37,197.562828569
7.3725,197.502896346
7.375,197.502896346
7.3775,197.502896346
7.38,197.502896346
7.3825,197.562828569
7.385,197.502896346
7.3875,197.502896346
7.39,197.502896346
7.3925,197.502896346
7.395,197.502896346
7.3975,197.502896346
7.4,197.562828569
7.4025,197.562828569
7.405,197.502896346
7.4075,197.562828569
7.41,197.502896346
7.4125,197.502896346
7.415,197.502896346
7.4175,197.502896346
7.42,197.502896346
7.4225,197.502896346
7.425,197.562828569
7.4275,197.562828569
7.43,197.502896346
7.4325,197.502896346
7.435,197.502896346
7.4375,197.502896346
7.44,197.502896346
7.4425,197.502896346
7.445,197.502896346
7.4475,197.502896346
7.45,197.562828569
7.4525,197.502896346
7.455,197.502896346
7.4575,197.562828569
7.46,197.502896346
7.4625,197.502896346
7.465,197.502896346
7.4675,197.502896346
7.47,197.502896346
7.4725,197.502896346
7.475,197.562828569
7.4775,197.562828569
7.48,197.502896346
7.4825,197.502896346
7.485,197.502896346
7.4875,197.562828569
7.49,197.562828569
7.4925,197.562828569
7.495,197.502896346
7.4975,197.502896346
7.5,197.502896346
7.5025,197.502896346
7.505,197.502896346
7.5075,197.502896346
7.51,197.562828569
7.5125,197.562828569
7.515,197.502896346
7.5175,197.562828569
7.52,197.502896346
7.5225,197.502896346
7.525,197.502896346
7.5275,197.502896346
7.53,197.502896346
7.5325,197.562828569
7.535,197.502896346
7.5375,197.562828569
7.54,197.502896346
7.5425,197.562828569
7.545,197.562828569
7.5475,197.562828569
7.55,197.502896346
7.5525,197.502896346
7.555,197.502896346
7.5575,197.502896346
7.56,197.502896346
7.5625,197.502896346
7.565,197.502896346
7.5675,197.562828569
7.57,197.502896346
7.5725,197.562828569
7.575,197.502896346
7.5775,197.562828569
7.58,197.502896346
7.5825,197.502896346
7.585,197.502896346
7.5875,197.502896346
7.59,197.562828569
7.5925,197.562828569
7.595,197.502896346
7.5975,197.562828569
7.6,197.502896346
7.6025,197.502896346
7.605,197.562828569
7.6075,197.562828569
7.61,197.562828569
7.6125,197.502896346
7.615,197.562828569
7.6175,197.502896346
7.62,197.502896346
7.6225,197.562828569
7.625,197.562828569
7.6275,197.562828569
7.63,197.562828569
7.6325,197.562828569
7.635,197.502896346
7.6375,197.562828569
7.64,197.562828569
7.6425,197.562828569
7.645,197.562828569
7.6475,197.502896346
7.65,197.502896346
7.6525,197.502896346
7.655,197.562828569
7.6575,197.562828569
7.66,197.562828569
7.6625,197.502896346
7.665,197.502896346
7.6675,197.562828569
7.67,197.562828569
7.6725,197.562828569
7.675,197.502896346
7.6775,197.502896346
7.68,197.502896346
7.6825,197.502896346
7.685,197.562828569
7.6875,197.562828569
7.69,197.562828569
7.6925,197.502896346
7.695,197.502896346
7.6975,197.562828569
7.7,197.502896346
7.7025,197.502896346
7.705,197.562828569
7.7075,197.562828569
7.71,197.502896346
7.7125,197.502896346
7.715,197.502896346
7.7175,197.502896346
7.72,197.502896346
7.7225,197.502896346
7.725,197.562828569
7.7275,197.502896346
7.73,197.562828569
7.7325,197.502896346
7.735,197.502896346
7.7375,197.502896346
7.74,197.502896346
7.7425,197.562828569
7.745,197.502896346
7.7475,197.502896346
7.75,197.502896346
7.7525,197.502896346
7.755,197.502896346
7.7575,197.562828569
7.76,197.562828569
7.7625,197.502896346
7.765,197.502896346
7.7675,197.502896346
7.77,197.562828569
7.7725,197.502896346
7.775,197.502896346
7.7775,197.502896346
7.78,197.562828569
7.7825,197.502896346
7.785,197.502896346
7.7875,197.562828569
7.79,197.562828569
7.7925,197.502896346
7.795,197.502896346
7.7975,197.502896346
7.8,197.502896346
7.8025,197.502896346
7.805,197.502896346
7.8075,197.562828569
7.81,197.502896346
7.8125,197.502896346
7.815,197.502896346
7.8175,197.562828569
7.82,197.562828569
7.8225,197.502896346
7.825,197.562828569
7.8275,197.562828569
7.83,197.502896346
7.8325,197.502896346
7.835,197.562828569
7.8375,197.502896346
7.84,197.562828569
7.8425,197.562828569
7.845,197.502896346
7.8475,197.562828569
7.85,197.502896346
7.8525,197.562828569
7.855,197.502896346
7.8575,197.502896346
7.86,197.502896346
7.8625,197.502896346
7.865,197.502896346
7.8675,197.562828569
7.87,197.502896346
7.8725,197.502896346
7.875,197.502896346
7.8775,197.562828569
7.88,197.502896346
7.8825,197.502896346
7.885,197.502896346
7.8875,197.562828569
7.89,197.502896346
7.8925,197.502896346
7.895,197.502896346
7.8975,197.502896346
7.9,197.562828569
7.9025,197.502896346
7.905,197.502896346
7.9075,197.562828569
7.91,197.562828569
7.9125,197.502896346
7.915,197.562828569
7.9175,197.502896346
7.92,197.562828569
7.9225,197.502896346
7.925,197.502896346
7.9275,197.502896346
7.93,197.562828569
7.9325,197.502896346
7.935,197.502896346
7.9375,197.562828569
7.94,197.502896346
7.9425,197.502896346
7.945,197.502896346
7.9475,197.502896346
7.95,197.502896346
7.9525,197.502896346
7.955,197.502896346
7.9575,197.502896346
7.96,197.502896346
7.9625,197.502896346
7.965,197.562828569
7.9675,197.502896346
7.97,197.562828569
7.9725,197.502896346
7.975,197.562828569
7.9775,197.562828569
7.98,197.502896346
7.9825,197.502896346
7.985,197.502896346
7.9875,197.562828569
7.99,197.502896346
7.9925,197.562828569
7.995,197.562828569
7.9975,197.562828569
8,197.502896346
8.0025,197.502896346
8.005,197.562828569
8.0075,197.562828569
8.01,197.502896346
8.0125,197.502896346
8.015,197.502896346
8.0175,197.502896346
8.02,197.502896346
8.0225,197.562828569
8.025,197.502896346
8.0275,197.562828569
8.03,197.502896346
8.0325,197.562828569
8.035,197.502896346
8.0375,197.502896346
8.04,197.502896346
8.0425,197.502896346
8.045,197.562828569
8.0475,197.502896346
8.05,197.562828569
8.0525,197.502896346
8.055,197.562828569
8.0575,197.562828569
8.06,197.562828569
8.0625,197.502896346
8.065,197.502896346
8.0675,197.562828569
8.07,197.502896346
8.0725,197.502896346
8.075,197.502896346
8.0775,197.502896346
8.08,197.502896346
8.0825,197.502896346
8.085,197.562828569
8.0875,197.562828569
8.09,197.562828569
8.0925,197.562828569
8.095,197.502896346
8.0975,197.502896346
8.1,197.502896346
8.1025,197.502896346
8.105,197.502896346
8.1075,197.502896346
8.11,197.562828569
8.1125,197.502896346
8.115,197.502896346
8.1175,197.502896346
8.12,197.502896346
8.1225,197.562828569
8.125,197.562828569
8.1275,197.562828569
8.13,197.502896346
8.1325,197.502896346
8.135,197.562828569
8.1375,197.562828569
8.14,197.502896346
8.1425,197.502896346
8.145,197.502896346
8.1475,197.502896346
8.15,197.502896346
8.1525,197.502896346
8.155,197.502896346
8.1575,197.562828569
8.16,197.502896346
8.1625,197.439218359
8.165,197.502896346
8.1675,197.502896346
8.17,197.562828569
8.1725,197.562828569
8.175,197.502896346
8.1775,197.502896346
8.18,197.562828569
8.1825,197.502896346
8.185,197.502896346
8.1875,197.502896346
8.19,197.502896346
8.1925,197.502896346
8.195,197.502896346
8.1975,197.502896346
8.2,197.502896346
8.2025,197.502896346
8.205,197.502896346
8.2075,197.502896346
8.21,197.562828569
8.2125,197.502896346
8.215,197.502896346
8.2175,197.562828569
8.22,197.502896346
8.2225,197.502896346
8.225,197.502896346
8.2275,197.502896346
8.23,197.502896346
8.2325,197.562828569
8.235,197.502896346
8.2375,197.502896346
8.24,197.502896346
8.2425,197.502896346
8.245,197.502896346
8.2475,197.562828569
8.25,197.502896346
8.2525,197.502896346
8.255,197.502896346
8.2575,197.502896346
8.26,197.502896346
8.2625,197.502896346
8.265,197.502896346
8.2675,197.502896346
8.27,197.562828569
8.2725,197.502896346
8.275,197.502896346
8.2775,197.502896346
8.28,197.502896346
8.2825,197.439218359
8.285,197.502896346
8.2875,197.502896346
8.29,197.562828569
8.2925,197.502896346
8.295,197.502896346
8.2975,197.502896346
8.3,197.562828569
8.3025,197.502896346
8.305,197.502896346
8.3075,197.502896346
8.31,197.502896346
8.3125,197.502896346
8.315,197.502896346
8.3175,197.502896346
8.32,197.502896346
8.3225,197.502896346
8.325,197.562828569
8.3275,197.502896346
8.33,197.562828569
8.3325,197.502896346
8.335,197.502896346
8.3375,197.502896346
8.34,197.502896346
8.3425,197.502896346
8.345,197.502896346
8.3475,197.502896346
8.35,197.502896346
8.3525,197.502896346
8.355,197.502896346
8.3575,197.502896346
8.36,197.502896346
8.3625,197.502896346
8.365,197.502896346
8.3675,197.502896346
8.37,197.502896346
8.3725,197.502896346
8.375,197.502896346
8.3775,197.502896346
8.38,197.502896346
8.3825,197.502896346
8.385,197.502896346
8.3875,197.502896346
8.39,197.562828569
8.3925,197.502896346
8.395,197.502896346
8.3975,197.502896346
8.4,197.502896346
8.4025,197.502896346
8.405,197.502896346
8.4075,197.502896346
8.41,197.502896346
8.4125,197.502896346
8.415,197.502896346
8.4175,197.502896346
8.42,197.502896346
8.4225,197.502896346
8.425,197.562828569
8.4275,197.502896346
8.43,197.502896346
8.4325,197.562828569
8.435,197.502896346
8.4375,197.502896346
8.44,197.502896346
8.4425,197.502896346
8.445,197.502896346
8.4475,197.502896346
8.45,197.502896346
8.4525,197.502896346
8.455,197.562828569
8.4575,197.502896346
8.46,197.502896346
8.4625,197.502896346
8.465,197.502896346
8.4675,197.502896346
8.47,197.502896346
8.4725,197.502896346
8.475,197.502896346
8.4775,197.502896346
8.48,197.502896346
8.4825,197.562828569
8.485,197.562828569
8.4875,197.502896346
8.49,197.502896346
8.4925,197.502896346
8.495,197.502896346
8.4975,197.502896346
8.5,197.502896346
8.5025,197.562828569
8.505,197.502896346
8.5075,197.502896346
8.51,197.502896346
8.5125,197.562828569
8.515,197.502896346
8.5175,197.502896346
8.52,197.502896346
8.5225,197.502896346
8.525,197.502896346
8.5275,197.502896346
8.53,197.562828569
8.5325,197.502896346
8.535,197.502896346
8.5375,197.562828569
8.54,197.502896346
8.5425,197.562828569
8.545,197.502896346
8.5475,197.502896346
8.55,197.502896346
8.5525,197.562828569
8.555,197.502896346
8.5575,197.502896346
8.56,197.502896346
8.5625,197.502896346
8.565,197.502896346
8.5675,197.502896346
8.57,197.439218359
8.5725,197.502896346
8.575,197.562828569
8.5775,197.502896346
8.58,197.502896346
8.5825,197.562828569
8.585,197.502896346
8.5875,197.502896346
8.59,197.502896346
8.5925,197.502896346
8.595,197.502896346
8.5975,197.502896346
8.6,197.502896346
8.6025,197.502896346
8.605,197.562828569
8.6075,197.562828569
8.61,197.502896346
8.6125,197.562828569
8.615,197.502896346
8.6175,197.502896346
8.62,197.502896346
8.6225,197.502896346
8.625,197.502896346
8.6275,197.502896346
8.63,197.502896346
8.6325,197.502896346
8.635,197.502896346
8.6375,197.502896346
8.64,197.502896346
8.6425,197.562828569
8.645,197.502896346
8.6475,197.502896346
8.65,197.502896346
8.6525,197.562828569
8.655,197.502896346
8.6575,197.502896346
8.66,197.502896346
8.6625,197.502896346
8.665,197.562828569
8.6675,197.562828569
8.67,197.502896346
8.6725,197.502896346
8.675,197.502896346
8.6775,197.502896346
8.68,197.502896346
8.6825,197.502896346
8.685,197.502896346
8.6875,197.502896346
8.69,197.502896346
8.6925,197.562828569
8.695,197.562828569
8.6975,197.502896346
8.7,197.502896346
8.7025,197.562828569
8.705,197.502896346
8.7075,197.502896346
8.71,197.502896346
8.7125,197.502896346
8.715,197.562828569
8.7175,197.502896346
8.72,197.502896346
8.7225,197.502896346
8.725,197.562828569
8.7275,197.502896346
8.73,197.502896346
8.7325,197.502896346
8.735,197.502896346
8.7375,197.502896346
8.74,197.502896346
8.7425,197.502896346
8.745,197.502896346
8.7475,197.502896346
8.75,197.562828569
8.7525,197.502896346
8.755,197.502896346
8.7575,197.502896346
8.76,197.502896346
8.7625,197.502896346
8.765,197.502896346
8.7675,197.502896346
8.77,197.439218359
8.7725,197.502896346
8.775,197.502896346
8.7775,197.502896346
8.78,197.502896346
8.7825,197.502896346
8.785,197.502896346
8.7875,197.502896346
8.79,197.502896346
8.7925,197.502896346
8.795,197.502896346
8.7975,197.562828569
8.8,197.502896346
8.8025,197.502896346
8.805,197.502896346
8.8075,197.502896346
8.81,197.502896346
8.8125,197.502896346
8.815,197.502896346
8.8175,197.502896346
8.82,197.502896346
8.8225,197.502896346
8.825,197.502896346
8.8275,197.502896346
8.83,197.502896346
8.8325,197.502896346
8.835,197.502896346
8.8375,197.562828569
8.84,197.502896346
8.8425,197.502896346
8.845,197.502896346
8.8475,197.562828569
8.85,197.562828569
8.8525,197.562828569
8.855,197.502896346
8.8575,197.562828569
8.86,197.502896346
8.8625,197.502896346
8.865,197.502896346
8.8675,197.502896346
8.87,197.562828569
8.8725,197.502896346
8.875,197.502896346
8.8775,197.562828569
8.88,197.502896346
8.8825,197.502896346
8.885,197.502896346
8.8875,197.502896346
8.89,197.502896346
8.8925,197.502896346
8.895,197.502896346
8.8975,197.502896346
8.9,197.502896346
8.9025,197.502896346
8.905,197.502896346
8.9075,197.502896346
8.91,197.562828569
8.9125,197.502896346
8.915,197.502896346
8.9175,197.562828569
8.92,197.502896346
8.9225,197.502896346
8.925,197.502896346
8.9275,197.502896346
8.93,197.502896346
8.9325,197.502896346
8.935,197.502896346
8.9375,197.562828569
8.94,197.502896346
8.9425,197.502896346
8.945,197.502896346
8.9475,197.502896346
8.95,197.562828569
8.9525,197.502896346
8.955,197.502896346
8.9575,197.502896346
8.96,197.562828569
8.9625,197.502896346
8.965,197.502896346
8.9675,197.502896346
8.97,197.562828569
8.9725,197.562828569
8.975,197.502896346
8.9775,197.502896346
8.98,197.502896346
8.9825,197.502896346
8.985,197.502896346
8.9875,197.502896346
8.99,197.502896346
8.9925,197.562828569
8.995,197.502896346
8.9975,197.502896346
9,197.502896346
9.0025,197.502896346
9.005,197.502896346
9.0075,197.562828569
9.01,197.562828569
9.0125,197.502896346
9.015,197.502896346
9.0175,197.502896346
9.02,197.502896346
9.0225,197.502896346
9.025,197.502896346
9.0275,197.502896346
9.03,197.502896346
9.0325,197.502896346
9.035,197.502896346
9.0375,197.502896346
9.04,197.502896346
9.0425,197.502896346
9.045,197.502896346
9.0475,197.502896346
9.05,197.502896346
9.0525,197.562828569
9.055,197.502896346
9.0575,197.502896346
9.06,197.502896346
9.0625,197.562828569
9.065,197.502896346
9.0675,197.502896346
9.07,197.562828569
9.0725,197.502896346
9.075,197.502896346
9.0775,197.502896346
9.08,197.502896346
9.0825,197.502896346
9.085,197.502896346
9.0875,197.502896346
9.09,197.502896346
9.0925,197.562828569
9.095,197.502896346
9.0975,197.502896346
9.1,197.562828569
9.1025,197.502896346
9.105,197.502896346
9.1075,197.502896346
9.11,197.502896346
9.1125,197.562828569
9.115,197.502896346
9.1175,197.502896346
9.12,197.502896346
9.1225,197.562828569
9.125,197.502896346
9.1275,197.502896346
9.13,197.502896346
9.1325,197.502896346
9.135,197.502896346
9.1375,197.502896346
9.14,197.502896346
9.1425,197.502896346
9.145,197.562828569
9.1475,197.502896346
9.15,197.502896346
9.1525,197.502896346
9.155,197.562828569
9.1575,197.502896346
9.16,197.502896346
9.1625,197.562828569
9.165,197.502896346
9.1675,197.502896346
9.17,197.502896346
9.1725,197.502896346
9.175,197.502896346
9.1775,197.502896346
9.18,197.502896346
9.1825,197.502896346
9.185,197.562828569
9.1875,197.502896346
9.19,197.502896346
9.1925,197.502896346
9.195,197.502896346
9.1975,197.502896346
9.2,197.502896346
9.2025,197.502896346
9.205,197.502896346
9.2075,197.502896346
