"Latest: Time (s)","Latest: Pressure (kPa)"
11.98,197.562828569
11.9825,197.562828569
11.985,197.502896346
11.9875,197.502896346
11.99,197.502896346
11.9925,197.562828569
11.995,197.562828569
11.9975,197.502896346
12,197.502896346
12.0025,197.562828569
12.005,197.502896346
12.0075,197.562828569
12.01,197.502896346
12.0125,197.562828569
12.015,197.562828569
12.0175,197.562828569
12.02,197.502896346
12.0225,197.562828569
12.025,197.502896346
12.0275,197.502896346
12.03,197.562828569
12.0325,197.562828569
12.035,197.502896346
12.0375,197.502896346
12.04,197.562828569
12.0425,197.502896346
12.045,197.562828569
12.0475,197.562828569
12.05,197.502896346
12.0525,197.562828569
12.055,197.562828569
12.0575,197.562828569
12.06,197.502896346
12.0625,197.562828569
12.065,197.562828569
12.0675,197.502896346
12.07,197.562828569
12.0725,197.562828569
12.075,197.562828569
12.0775,197.562828569
12.08,197.562828569
12.0825,197.502896346
12.085,197.502896346
12.0875,197.562828569
12.09,197.502896346
12.0925,197.502896346
12.095,197.502896346
12.0975,197.562828569
12.1,197.562828569
12.1025,197.562828569
12.105,197.502896346
12.1075,197.502896346
12.11,197.562828569
12.1125,197.562828569
12.115,197.502896346
12.1175,197.562828569
12.12,197.562828569
12.1225,197.562828569
12.125,197.502896346
12.1275,197.502896346
12.13,197.562828569
12.1325,197.502896346
12.135,197.562828569
12.1375,197.502896346
12.14,197.502896346
12.1425,197.562828569
12.145,197.562828569
12.1475,197.502896346
12.15,197.562828569
12.1525,197.562828569
12.155,197.502896346
12.1575,197.562828569
12.16,197.562828569
12.1625,197.502896346
12.165,197.562828569
12.1675,197.562828569
12.17,197.502896346
12.1725,197.562828569
12.175,197.562828569
12.1775,197.502896346
12.18,197.502896346
12.1825,197.562828569
12.185,197.562828569
12.1875,197.502896346
12.19,197.502896346
12.1925,197.502896346
12.195,197.562828569
12.1975,197.562828569
12.2,197.502896346
12.2025,197.502896346
12.205,197.502896346
12.2075,197.562828569
12.21,197.502896346
12.2125,197.502896346
12.215,197.562828569
12.2175,197.562828569
12.22,197.502896346
12.2225,197.502896346
12.225,197.502896346
12.2275,197.502896346
12.23,197.502896346
12.2325,197.502896346
12.235,197.562828569
12.2375,197.562828569
12.24,197.562828569
12.2425,197.562828569
12.245,197.502896346
12.2475,197.562828569
12.25,197.562828569
12.2525,197.562828569
12.255,197.562828569
12.2575,197.562828569
12.26,197.502896346
12.2625,197.502896346
12.265,197.502896346
12.2675,197.562828569
12.27,197.562828569
12.2725,197.562828569
12.275,197.502896346
12.2775,197.502896346
12.28,197.562828569
12.2825,197.502896346
12.285,197.502896346
12.2875,197.502896346
12.29,197.562828569
12.2925,197.562828569
12.295,197.562828569
12.2975,197.502896346
12.3,197.502896346
12.3025,197.562828569
12.305,197.502896346
12.3075,197.502896346
12.31,197.502896346
12.3125,197.562828569
12.315,197.502896346
12.3175,197.502896346
12.32,197.562828569
12.3225,197.562828569
12.325,197.502896346
12.3275,197.502896346
12.33,197.502896346
12.3325,197.502896346
12.335,197.562828569
12.3375,197.562828569
12.34,197.502896346
12.3425,197.502896346
12.345,197.562828569
12.3475,197.502896346
12.35,197.502896346
12.3525,197.502896346
12.355,197.502896346
12.3575,197.562828569
12.36,197.502896346
12.3625,197.502896346
12.365,197.502896346
12.3675,197.562828569
12.37,197.562828569
12.3725,197.502896346
12.375,197.502896346
12.3775,197.502896346
12.38,197.502896346
12.3825,197.502896346
12.385,197.562828569
12.3875,197.562828569
12.39,197.562828569
12.3925,197.502896346
12.395,197.502896346
12.3975,197.562828569
12.4,197.562828569
12.4025,197.502896346
12.405,197.502896346
12.4075,197.502896346
12.41,197.502896346
12.4125,197.502896346
12.415,197.502896346
12.4175,197.502896346
12.42,197.502896346
12.4225,197.502896346
12.425,197.502896346
12.4275,197.502896346
12.43,197.562828569
12.4325,197.502896346
12.435,197.562828569
12.4375,197.502896346
12.44,197.562828569
12.4425,197.502896346
12.445,197.502896346
12.4475,197.502896346
12.45,197.502896346
12.4525,197.562828569
12.455,197.502896346
12.4575,197.502896346
12.46,197.502896346
12.4625,197.562828569
12.465,197.562828569
12.4675,197.562828569
12.47,197.562828569
12.4725,197.502896346
12.475,197.502896346
12.4775,197.502896346
12.48,197.502896346
12.4825,197.502896346
12.485,197.502896346
12.4875,197.502896346
12.49,197.502896346
12.4925,197.502896346
12.495,197.562828569
12.4975,197.502896346
12.5,197.562828569
12.5025,197.502896346
12.505,197.562828569
12.5075,197.502896346
12.51,197.502896346
12.5125,197.502896346
12.515,197.502896346
12.5175,197.502896346
12.52,197.502896346
12.5225,197.502896346
12.525,197.502896346
12.5275,197.562828569
12.53,197.502896346
12.5325,197.562828569
12.535,197.562828569
12.5375,197.562828569
12.54,197.562828569
12.5425,197.502896346
12.545,197.502896346
12.5475,197.562828569
12.55,197.502896346
12.5525,197.502896346
12.555,197.502896346
12.5575,197.502896346
12.56,197.502896346
12.5625,197.562828569
12.565,197.502896346
12.5675,197.502896346
12.57,197.562828569
12.5725,197.502896346
12.575,197.502896346
12.5775,197.562828569
12.58,197.502896346
12.5825,197.502896346
12.585,197.562828569
12.5875,197.502896346
12.59,197.502896346
12.5925,197.502896346
12.595,197.562828569
12.5975,197.502896346
12.6,197.502896346
12.6025,197.562828569
12.605,197.502896346
12.6075,197.502896346
12.61,197.502896346
12.6125,197.562828569
12.615,197.502896346
12.6175,197.502896346
12.62,197.502896346
12.6225,197.502896346
12.625,197.562828569
12.6275,197.502896346
12.63,197.502896346
12.6325,197.502896346
12.635,197.562828569
12.6375,197.502896346
12.64,197.562828569
12.6425,197.502896346
12.645,197.502896346
12.6475,197.502896346
12.65,197.502896346
12.6525,197.502896346
12.655,197.502896346
12.6575,197.562828569
12.66,197.562828569
12.6625,197.502896346
12.665,197.502896346
12.6675,197.562828569
12.67,197.502896346
12.6725,197.502896346
12.675,197.502896346
12.6775,197.502896346
12.68,197.502896346
12.6825,197.502896346
12.685,197.502896346
12.6875,197.502896346
12.69,197.502896346
12.6925,197.562828569
12.695,197.502896346
12.6975,197.502896346
12.7,197.502896346
12.7025,197.502896346
12.705,197.502896346
12.7075,197.502896346
12.71,197.502896346
12.7125,197.502896346
12.715,197.502896346
12.7175,197.502896346
12.72,197.502896346
12.7225,197.502896346
12.725,197.502896346
12.7275,197.502896346
12.73,197.502896346
12.7325,197.562828569
12.735,197.502896346
12.7375,197.502896346
12.74,197.502896346
12.7425,197.502896346
12.745,197.502896346
12.7475,197.502896346
12.75,197.502896346
12.7525,197.502896346
12.755,197.502896346
12.7575,197.562828569
12.76,197.502896346
12.7625,197.502896346
12.765,197.502896346
12.7675,197.502896346
12.77,197.502896346
12.7725,197.562828569
12.775,197.502896346
12.7775,197.502896346
12.78,197.502896346
12.7825,197.502896346
12.785,197.502896346
12.7875,197.562828569
12.79,197.562828569
12.7925,197.502896346
12.795,197.502896346
12.7975,197.502896346
12.8,197.562828569
12.8025,197.502896346
12.805,197.502896346
12.8075,197.502896346
12.81,197.562828569
12.8125,197.502896346
12.815,197.502896346
12.8175,197.502896346
12.82,197.562828569
12.8225,197.502896346
12.825,197.502896346
12.8275,197.502896346
12.83,197.502896346
12.8325,197.502896346
12.835,197.502896346
12.8375,197.502896346
12.84,197.502896346
12.8425,197.562828569
12.845,197.502896346
12.8475,197.502896346
12.85,197.502896346
12.8525,197.562828569
12.855,197.502896346
12.8575,197.502896346
12.86,197.502896346
12.8625,197.562828569
12.865,197.502896346
12.8675,197.502896346
12.87,197.502896346
12.8725,197.562828569
12.875,197.502896346
12.8775,197.502896346
12.88,197.502896346
12.8825,197.502896346
12.885,197.502896346
12.8875,197.502896346
12.89,197.502896346
12.8925,197.502896346
12.895,197.502896346
12.8975,197.502896346
12.9,197.502896346
12.9025,197.502896346
12.905,197.502896346
12.9075,197.502896346
12.91,197.502896346
12.9125,197.502896346
12.915,197.502896346
12.9175,197.562828569
12.92,197.502896346
12.9225,197.502896346
12.925,197.502896346
12.9275,197.502896346
12.93,197.562828569
12.9325,197.502896346
12.935,197.502896346
12.9375,197.502896346
12.94,197.502896346
12.9425,197.502896346
12.945,197.502896346
12.9475,197.502896346
12.95,197.502896346
12.9525,197.562828569
12.955,197.502896346
12.9575,197.502896346
12.96,197.502896346
12.9625,197.502896346
12.965,197.502896346
12.9675,197.439218359
12.97,197.502896346
12.9725,197.502896346
12.975,197.502896346
12.9775,197.502896346
12.98,197.502896346
12.9825,197.562828569
12.985,197.502896346
12.9875,197.502896346
12.99,197.502896346
12.9925,197.502896346
12.995,197.502896346
12.9975,197.502896346
13,197.502896346
13.0025,197.502896346
13.005,197.502896346
13.0075,197.502896346
13.01,197.502896346
13.0125,197.502896346
13.015,197.562828569
13.0175,197.562828569
13.02,197.502896346
13.0225,197.502896346
13.025,197.502896346
13.0275,197.502896346
13.03,197.502896346
13.0325,197.502896346
13.035,197.502896346
13.0375,197.502896346
13.04,197.502896346
13.0425,197.502896346
13.045,197.502896346
13.0475,197.562828569
13.05,197.502896346
13.0525,197.502896346
13.055,197.502896346
13.0575,197.562828569
13.06,197.502896346
13.0625,197.502896346
13.065,197.502896346
13.0675,197.502896346
13.07,197.502896346
13.0725,197.562828569
13.075,197.562828569
13.0775,197.502896346
13.08,197.502896346
13.0825,197.502896346
13.085,197.562828569
13.0875,197.502896346
13.09,197.502896346
13.0925,197.502896346
13.095,197.502896346
13.0975,197.502896346
13.1,197.502896346
13.1025,197.502896346
13.105,197.502896346
13.1075,197.502896346
13.11,197.502896346
13.1125,197.502896346
13.115,197.562828569
13.1175,197.502896346
13.12,197.502896346
13.1225,197.502896346
13.125,197.502896346
13.1275,197.439218359
13.13,197.502896346
13.1325,197.502896346
13.135,197.502896346
13.1375,197.562828569
13.14,197.502896346
13.1425,197.502896346
13.145,197.502896346
13.1475,197.562828569
13.15,197.502896346
13.1525,197.502896346
13.155,197.502896346
13.1575,197.502896346
13.16,197.502896346
13.1625,197.502896346
13.165,197.502896346
13.1675,197.502896346
13.17,197.502896346
13.1725,197.502896346
13.175,197.502896346
13.1775,197.562828569
13.18,197.502896346
13.1825,197.502896346
13.185,197.502896346
13.1875,197.502896346
13.19,197.502896346
13.1925,197.502896346
13.195,197.502896346
13.1975,197.502896346
13.2,197.502896346
13.2025,197.502896346
13.205,197.502896346
13.2075,197.502896346
13.21,197.502896346
13.2125,197.502896346
13.215,197.502896346
13.2175,197.502896346
13.22,197.502896346
13.2225,197.502896346
13.225,197.439218359
13.2275,197.502896346
13.23,197.502896346
13.2325,197.502896346
13.235,197.502896346
13.2375,197.502896346
13.24,197.502896346
13.2425,197.502896346
13.245,197.502896346
13.2475,197.502896346
13.25,197.502896346
13.2525,197.502896346
13.255,197.502896346
13.2575,197.502896346
13.26,197.502896346
13.2625,197.502896346
13.265,197.502896346
13.2675,197.502896346
13.27,197.502896346
13.2725,197.502896346
13.275,197.502896346
13.2775,197.502896346
13.28,197.502896346
13.2825,197.502896346
13.285,197.502896346
13.2875,197.502896346
13.29,197.502896346
13.2925,197.502896346
13.295,197.502896346
13.2975,197.502896346
13.3,197.502896346
13.3025,197.502896346
13.305,197.502896346
13.3075,197.502896346
13.31,197.502896346
13.3125,197.502896346
13.315,197.502896346
13.3175,197.502896346
13.32,197.502896346
13.3225,197.502896346
13.325,197.502896346
13.3275,197.502896346
13.33,197.502896346
13.3325,197.502896346
13.335,197.502896346
13.3375,197.502896346
13.34,197.502896346
13.3425,197.502896346
13.345,197.502896346
13.3475,197.502896346
13.35,197.562828569
13.3525,197.502896346
13.355,197.502896346
13.3575,197.502896346
13.36,197.502896346
13.3625,197.502896346
13.365,197.502896346
13.3675,197.502896346
13.37,197.502896346
13.3725,197.502896346
13.375,197.502896346
13.3775,197.502896346
13.38,197.502896346
13.3825,197.502896346
13.385,197.439218359
13.3875,197.502896346
13.39,197.502896346
13.3925,197.502896346
13.395,197.502896346
13.3975,197.502896346
13.4,197.502896346
13.4025,197.502896346
13.405,197.502896346
13.4075,197.502896346
13.41,197.502896346
13.4125,197.502896346
13.415,197.502896346
13.4175,197.502896346
13.42,197.502896346
13.4225,197.502896346
13.425,197.502896346
13.4275,197.502896346
13.43,197.502896346
13.4325,197.502896346
13.435,197.502896346
13.4375,197.502896346
13.44,197.502896346
13.4425,197.502896346
13.445,197.502896346
13.4475,197.502896346
13.45,197.502896346
13.4525,197.502896346
13.455,197.502896346
13.4575,197.502896346
13.46,197.502896346
13.4625,197.502896346
13.465,197.502896346
13.4675,197.502896346
13.47,197.502896346
13.4725,197.502896346
13.475,197.502896346
13.4775,197.502896346
13.48,197.502896346
13.4825,197.502896346
13.485,197.439218359
13.4875,197.502896346
13.49,197.502896346
13.4925,197.502896346
13.495,197.502896346
13.4975,197.502896346
13.5,197.502896346
13.5025,197.502896346
13.505,197.502896346
13.5075,197.502896346
13.51,197.502896346
13.5125,197.502896346
13.515,197.502896346
13.5175,197.502896346
13.52,197.502896346
13.5225,197.502896346
13.525,197.502896346
13.5275,197.502896346
13.53,197.502896346
13.5325,197.502896346
13.535,197.562828569
13.5375,197.502896346
13.54,197.502896346
13.5425,197.562828569
13.545,197.502896346
13.5475,197.502896346
13.55,197.502896346
13.5525,197.502896346
13.555,197.502896346
13.5575,197.502896346
13.56,197.502896346
13.5625,197.502896346
13.565,197.502896346
13.5675,197.502896346
13.57,197.502896346
13.5725,197.502896346
13.575,197.502896346
13.5775,197.502896346
13.58,197.502896346
13.5825,197.502896346
13.585,197.502896346
13.5875,197.562828569
13.59,197.502896346
13.5925,197.502896346
13.595,197.502896346
13.5975,197.502896346
13.6,197.502896346
13.6025,197.502896346
13.605,197.502896346
13.6075,197.502896346
13.61,197.502896346
13.6125,197.502896346
13.615,197.502896346
13.6175,197.502896346
13.62,197.562828569
13.6225,197.502896346
13.625,197.562828569
13.6275,197.502896346
13.63,197.502896346
13.6325,197.502896346
13.635,197.562828569
13.6375,197.502896346
13.64,197.502896346
13.6425,197.502896346
13.645,197.502896346
13.6475,197.502896346
13.65,197.502896346
13.6525,197.502896346
13.655,197.502896346
13.6575,197.502896346
13.66,197.502896346
13.6625,197.502896346
13.665,197.502896346
13.6675,197.502896346
13.67,197.502896346
13.6725,197.502896346
13.675,197.502896346
13.6775,197.562828569
13.68,197.502896346
13.6825,197.502896346
13.685,197.562828569
13.6875,197.502896346
13.69,197.562828569
13.6925,197.502896346
13.695,197.502896346
13.6975,197.502896346
13.7,197.562828569
13.7025,197.502896346
13.705,197.502896346
13.7075,197.502896346
13.71,197.502896346
13.7125,197.502896346
13.715,197.502896346
13.7175,197.502896346
13.72,197.502896346
13.7225,197.562828569
13.725,197.502896346
13.7275,197.562828569
13.73,197.502896346
13.7325,197.562828569
13.735,197.562828569
13.7375,197.502896346
13.74,197.502896346
13.7425,197.562828569
13.745,197.502896346
13.7475,197.502896346
13.75,197.562828569
13.7525,197.562828569
13.755,197.502896346
13.7575,197.502896346
13.76,197.502896346
13.7625,197.502896346
13.765,197.562828569
13.7675,197.562828569
13.77,197.502896346
13.7725,197.502896346
13.775,197.502896346
13.7775,197.502896346
13.78,197.562828569
13.7825,197.502896346
13.785,197.562828569
13.7875,197.502896346
13.79,197.502896346
13.7925,197.502896346
13.795,197.502896346
13.7975,197.562828569
13.8,197.502896346
13.8025,197.502896346
13.805,197.562828569
13.8075,197.562828569
13.81,197.502896346
13.8125,197.502896346
13.815,197.502896346
13.8175,197.502896346
13.82,197.562828569
13.8225,197.502896346
13.825,197.502896346
13.8275,197.502896346
13.83,197.502896346
13.8325,197.562828569
13.835,197.502896346
13.8375,197.502896346
13.84,197.562828569
13.8425,197.502896346
13.845,197.502896346
13.8475,197.502896346
13.85,197.562828569
13.8525,197.562828569
13.855,197.502896346
13.8575,197.502896346
13.86,197.502896346
13.8625,197.562828569
13.865,197.562828569
13.8675,197.562828569
13.87,197.502896346
13.8725,197.502896346
13.875,197.562828569
13.8775,197.502896346
13.88,197.502896346
13.8825,197.502896346
13.885,197.502896346
13.8875,197.502896346
13.89,197.502896346
13.8925,197.502896346
13.895,197.502896346
13.8975,197.562828569
13.9,197.502896346
13.9025,197.502896346
13.905,197.562828569
13.9075,197.502896346
13.91,197.562828569
13.9125,197.502896346
13.915,197.502896346
13.9175,197.562828569
13.92,197.502896346
13.9225,197.502896346
13.925,197.502896346
13.9275,197.502896346
13.93,197.562828569
13.9325,197.562828569
13.935,197.502896346
13.9375,197.502896346
13.94,197.502896346
13.9425,197.502896346
13.945,197.502896346
13.9475,197.502896346
13.95,197.502896346
13.9525,197.502896346
13.955,197.502896346
13.9575,197.502896346
13.96,197.502896346
13.9625,197.502896346
13.965,197.562828569
13.9675,197.502896346
13.97,197.502896346
13.9725,197.562828569
13.975,197.502896346
13.9775,197.502896346
13.98,197.502896346
13.9825,197.502896346
13.985,197.502896346
13.9875,197.502896346
13.99,197.562828569
13.9925,197.502896346
13.995,197.502896346
13.9975,197.562828569
14,197.502896346
14.0025,197.502896346
14.005,197.502896346
14.0075,197.502896346
14.01,197.502896346
14.0125,197.502896346
14.015,197.502896346
14.0175,197.502896346
14.02,197.562828569
14.0225,197.502896346
14.025,197.502896346
14.0275,197.502896346
14.03,197.562828569
14.0325,197.502896346
14.035,197.502896346
14.0375,197.562828569
14.04,197.562828569
14.0425,197.502896346
14.045,197.502896346
14.0475,197.562828569
14.05,197.562828569
14.0525,197.562828569
14.055,197.502896346
14.0575,197.502896346
14.06,197.502896346
14.0625,197.502896346
14.065,197.502896346
14.0675,197.502896346
14.07,197.562828569
14.0725,197.502896346
14.075,197.502896346
14.0775,197.502896346
14.08,197.502896346
14.0825,197.562828569
14.085,197.562828569
14.0875,197.562828569
14.09,197.502896346
14.0925,197.502896346
14.095,197.562828569
14.0975,197.502896346
14.1,197.502896346
14.1025,197.562828569
14.105,197.502896346
14.1075,197.502896346
14.11,197.502896346
14.1125,197.502896346
14.115,197.502896346
14.1175,197.502896346
14.12,197.562828569
14.1225,197.562828569
14.125,197.502896346
14.1275,197.502896346
14.13,197.502896346
14.1325,197.502896346
14.135,197.562828569
14.1375,197.502896346
14.14,197.562828569
14.1425,197.502896346
14.145,197.502896346
14.1475,197.502896346
14.15,197.562828569
14.1525,197.502896346
14.155,197.502896346
14.1575,197.502896346
14.16,197.562828569
14.1625,197.562828569
14.165,197.502896346
14.1675,197.502896346
14.17,197.502896346
14.1725,197.502896346
14.175,197.502896346
14.1775,197.502896346
14.18,197.502896346
14.1825,197.502896346
14.185,197.502896346
14.1875,197.502896346
14.19,197.502896346
14.1925,197.502896346
14.195,197.562828569
14.1975,197.562828569
14.2,197.562828569
14.2025,197.502896346
14.205,197.502896346
14.2075,197.502896346
14.21,197.502896346
14.2125,197.502896346
14.215,197.502896346
14.2175,197.502896346
14.22,197.502896346
14.2225,197.502896346
14.225,197.502896346
14.2275,197.562828569
14.23,197.502896346
14.2325,197.502896346
14.235,197.502896346
14.2375,197.562828569
14.24,197.502896346
14.2425,197.502896346
14.245,197.502896346
14.2475,197.502896346
14.25,197.502896346
14.2525,197.502896346
14.255,197.562828569
14.2575,197.502896346
14.26,197.502896346
14.2625,197.502896346
14.265,197.502896346
14.2675,197.502896346
14.27,197.502896346
14.2725,197.502896346
14.275,197.502896346
14.2775,197.502896346
14.28,197.562828569
14.2825,197.502896346
14.285,197.502896346
14.2875,197.562828569
14.29,197.502896346
14.2925,197.562828569
14.295,197.562828569
14.2975,197.562828569
14.3,197.502896346
14.3025,197.502896346
14.305,197.502896346
14.3075,197.502896346
14.31,197.502896346
14.3125,197.562828569
14.315,197.562828569
14.3175,197.502896346
14.32,197.562828569
14.3225,197.502896346
14.325,197.502896346
14.3275,197.502896346
14.33,197.502896346
14.3325,197.502896346
14.335,197.502896346
14.3375,197.502896346
14.34,197.502896346
14.3425,197.502896346
14.345,197.502896346
14.3475,197.502896346
14.35,197.502896346
14.3525,197.502896346
14.355,197.502896346
14.3575,197.502896346
14.36,197.562828569
14.3625,197.502896346
14.365,197.502896346
14.3675,197.502896346
14.37,197.562828569
14.3725,197.502896346
14.375,197.502896346
14.3775,197.502896346
14.38,197.502896346
14.3825,197.502896346
14.385,197.502896346
14.3875,197.502896346
14.39,197.502896346
14.3925,197.562828569
14.395,197.562828569
14.3975,197.502896346
14.4,197.502896346
14.4025,197.562828569
14.405,197.502896346
14.4075,197.502896346
14.41,197.502896346
14.4125,197.502896346
14.415,197.562828569
14.4175,197.502896346
14.42,197.502896346
14.4225,197.502896346
14.425,197.562828569
14.4275,197.502896346
14.43,197.502896346
14.4325,197.502896346
14.435,197.502896346
14.4375,197.502896346
14.44,197.502896346
14.4425,197.502896346
14.445,197.502896346
14.4475,197.502896346
14.45,197.502896346
14.4525,197.502896346
14.455,197.502896346
14.4575,197.562828569
14.46,197.562828569
14.4625,197.502896346
14.465,197.502896346
14.4675,197.502896346
14.47,197.502896346
14.4725,197.502896346
14.475,197.502896346
14.4775,197.502896346
14.48,197.502896346
14.4825,197.502896346
14.485,197.502896346
14.4875,197.502896346
14.49,197.562828569
14.4925,197.562828569
14.495,197.502896346
14.4975,197.502896346
14.5,197.502896346
14.5025,197.562828569
14.505,197.562828569
14.5075,197.562828569
14.51,197.562828569
14.5125,197.502896346
14.515,197.502896346
14.5175,197.562828569
14.52,197.502896346
14.5225,197.502896346
14.525,197.562828569
14.5275,197.502896346
14.53,197.502896346
14.5325,197.562828569
14.535,197.562828569
14.5375,197.502896346
14.54,197.502896346
14.5425,197.502896346
14.545,197.562828569
14.5475,197.562828569
14.55,197.502896346
14.5525,197.502896346
14.555,197.562828569
14.5575,197.562828569
14.56,197.562828569
14.5625,197.502896346
14.565,197.502896346
14.5675,197.502896346
14.57,197.502896346
14.5725,197.502896346
14.575,197.502896346
14.5775,197.502896346
14.58,197.502896346
14.5825,197.562828569
14.585,197.502896346
14.5875,197.502896346
14.59,197.502896346
14.5925,197.562828569
14.595,197.562828569
14.5975,197.562828569
14.6,197.502896346
14.6025,197.562828569
14.605,197.502896346
14.6075,197.502896346
14.61,197.502896346
14.6125,197.502896346
14.615,197.562828569
14.6175,197.502896346
14.62,197.502896346
14.6225,197.562828569
14.625,197.502896346
14.6275,197.562828569
14.63,197.502896346
14.6325,197.562828569
14.635,197.562828569
14.6375,197.502896346
14.64,197.502896346
14.6425,197.562828569
14.645,197.562828569
14.6475,197.562828569
14.65,197.502896346
14.6525,197.502896346
14.655,197.502896346
14.6575,197.562828569
14.66,197.502896346
14.6625,197.502896346
14.665,197.502896346
14.6675,197.562828569
14.67,197.502896346
14.6725,197.502896346
14.675,197.502896346
14.6775,197.562828569
14.68,197.502896346
14.6825,197.502896346
14.685,197.502896346
14.6875,197.562828569
14.69,197.502896346
14.6925,197.502896346
14.695,197.562828569
14.6975,197.502896346
14.7,197.502896346
14.7025,197.502896346
14.705,197.502896346
14.7075,197.502896346
14.71,197.562828569
14.7125,197.502896346
14.715,197.502896346
14.7175,197.562828569
14.72,197.439218359
14.7225,197.502896346
14.725,197.562828569
14.7275,197.502896346
14.73,197.502896346
14.7325,197.502896346
14.735,197.502896346
14.7375,197.502896346
14.74,197.502896346
14.7425,197.502896346
14.745,197.562828569
14.7475,197.502896346
14.75,197.502896346
14.7525,197.502896346
14.755,197.502896346
14.7575,197.562828569
14.76,197.562828569
14.7625,197.502896346
14.765,197.502896346
14.7675,197.502896346
14.77,197.502896346
14.7725,197.502896346
14.775,197.502896346
14.7775,197.562828569
14.78,197.502896346
14.7825,197.502896346
14.785,197.502896346
14.7875,197.502896346
14.79,197.502896346
14.7925,197.502896346
14.795,197.502896346
14.7975,197.502896346
14.8,197.502896346
14.8025,197.502896346
14.805,197.502896346
14.8075,197.502896346
14.81,197.502896346
14.8125,197.502896346
14.815,197.502896346
14.8175,197.502896346
14.82,197.502896346
14.8225,197.502896346
14.825,197.562828569
14.8275,197.562828569
14.83,197.502896346
14.8325,197.502896346
14.835,197.502896346
14.8375,197.502896346
14.84,197.502896346
14.8425,197.502896346
14.845,197.502896346
14.8475,197.502896346
14.85,197.502896346
14.8525,197.502896346
14.855,197.502896346
14.8575,197.502896346
14.86,197.502896346
14.8625,197.502896346
14.865,197.502896346
14.8675,197.502896346
14.87,197.502896346
14.8725,197.502896346
14.875,197.502896346
14.8775,197.502896346
14.88,197.502896346
14.8825,197.502896346
14.885,197.502896346
14.8875,197.502896346
14.89,197.562828569
14.8925,197.502896346
14.895,197.502896346
14.8975,197.502896346
14.9,197.502896346
14.9025,197.502896346
14.905,197.502896346
14.9075,197.502896346
14.91,197.502896346
14.9125,197.502896346
14.915,197.502896346
14.9175,197.502896346
14.92,197.502896346
14.9225,197.502896346
14.925,197.502896346
14.9275,197.562828569
14.93,197.502896346
14.9325,197.502896346
14.935,197.562828569
14.9375,197.502896346
14.94,197.502896346
14.9425,197.502896346
14.945,197.502896346
14.9475,197.502896346
14.95,197.502896346
14.9525,197.502896346
14.955,197.502896346
14.9575,197.502896346
14.96,197.502896346
14.9625,197.502896346
14.965,197.502896346
14.9675,197.502896346
14.97,197.502896346
14.9725,197.439218359
14.975,197.502896346
14.9775,197.502896346
14.98,197.502896346
14.9825,197.502896346
14.985,197.502896346
14.9875,197.502896346
14.99,197.502896346
14.9925,197.502896346
14.995,197.502896346
14.9975,197.502896346
15,197.502896346
15.0025,197.502896346
15.005,197.502896346
15.0075,197.502896346
15.01,197.502896346
15.0125,197.502896346
15.015,197.502896346
15.0175,197.502896346
15.02,197.502896346
15.0225,197.502896346
15.025,197.562828569
15.0275,197.502896346
15.03,197.502896346
15.0325,197.502896346
15.035,197.562828569
15.0375,197.502896346
15.04,197.502896346
15.0425,197.502896346
15.045,197.562828569
15.0475,197.502896346
15.05,197.502896346
15.0525,197.502896346
15.055,197.502896346
15.0575,197.502896346
15.06,197.502896346
15.0625,197.502896346
15.065,197.502896346
15.0675,197.502896346
15.07,197.502896346
15.0725,197.439218359
15.075,197.502896346
15.0775,197.502896346
15.08,197.502896346
15.0825,197.502896346
15.085,197.502896346
15.0875,197.502896346
15.09,197.562828569
15.0925,197.562828569
15.095,197.502896346
15.0975,197.502896346
15.1,197.502896346
15.1025,197.502896346
15.105,197.502896346
15.1075,197.502896346
15.11,197.502896346
15.1125,197.502896346
15.115,197.502896346
15.1175,197.502896346
15.12,197.502896346
15.1225,197.562828569
15.125,197.562828569
15.1275,197.502896346
15.13,197.502896346
15.1325,197.502896346
15.135,197.502896346
15.1375,197.502896346
15.14,197.502896346
15.1425,197.502896346
15.145,197.502896346
15.1475,197.502896346
15.15,197.502896346
15.1525,197.502896346
15.155,197.502896346
15.1575,197.502896346
15.16,197.502896346
15.1625,197.502896346
15.165,197.502896346
15.1675,197.502896346
15.17,197.502896346
15.1725,197.502896346
15.175,197.502896346
15.1775,197.502896346
15.18,197.502896346
15.1825,197.502896346
15.185,197.502896346
15.1875,197.502896346
15.19,197.502896346
15.1925,197.562828569
15.195,197.502896346
15.1975,197.502896346
15.2,197.502896346
15.2025,197.502896346
15.205,197.562828569
15.2075,197.502896346
15.21,197.502896346
15.2125,197.502896346
15.215,197.502896346
15.2175,197.502896346
15.22,197.502896346
15.2225,197.502896346
15.225,197.562828569
15.2275,197.562828569
15.23,197.502896346
15.2325,197.502896346
15.235,197.562828569
15.2375,197.502896346
15.24,197.502896346
15.2425,197.502896346
15.245,197.502896346
15.2475,197.502896346
15.25,197.502896346
15.2525,197.502896346
15.255,197.502896346
15.2575,197.502896346
15.26,197.502896346
15.2625,197.502896346
15.265,197.502896346
15.2675,197.502896346
15.27,197.502896346
15.2725,197.502896346
15.275,197.502896346
15.2775,197.502896346
15.28,197.502896346
15.2825,197.562828569
15.285,197.502896346
15.2875,197.502896346
15.29,197.502896346
15.2925,197.502896346
15.295,197.502896346
15.2975,197.502896346
15.3,197.502896346
15.3025,197.562828569
15.305,197.502896346
