,time,x,v,a
688,34.45,0.5661106,-0.0047972222222200005,-0.502375771605
689,34.5,0.5671468000000001,-0.0398169444444,-0.608500987654
690,34.55,0.5619658000000001,-0.0721502222222,-0.603916975309
691,34.6,0.5597207,-0.10179705555600001,-0.55631787037
692,34.65,0.5519491999999999,-0.13192361111099998,-0.42002345678999997
693,34.7,0.5455593000000001,-0.143532888889,-0.287886635803
694,34.75,0.5377878,-0.157061055556,-0.219766080247
695,34.8,0.5296709,-0.165504166667,-0.157455493827
696,34.85,0.5212085999999999,-0.17298783333299997,-0.0944519753087
697,34.9,0.5122282,-0.17644183333299998,-0.00261182098765
698,34.95,0.5032478,-0.173275666667,0.09168024691360001
699,35.0,0.49478549999999993,-0.166463611111,0.17392595679
700,35.05,0.4864959,-0.1562935,0.261395308642
701,35.1,0.47889709999999996,-0.140366722222,0.347318888889
702,35.15,0.47233450000000005,-0.120985944444,0.42060978395099996
703,35.2,0.46663540000000003,-0.0976714444445,0.478496265432
704,35.25,0.4624906,-0.07224616666669999,0.516021203704
705,35.3,0.45938199999999996,-0.0457655,0.543685185185
706,35.35,0.4578277,-0.0174618888889,0.559889135803
707,35.4,0.45765500000000003,0.0107457777778,0.561594814815
708,35.45,0.4588639,0.0393372222222,0.5465102160490001
709,35.5,0.46162709999999996,0.0667773333333,0.504081450617
710,35.55,0.4657719,0.089804,0.456535648148
711,35.6,0.47060749999999996,0.11187122222200001,0.414799814815
712,35.65,0.4769974,0.132307388889,0.353928395062
713,35.7,0.4840781,0.147754444444,0.28143703703699996
714,35.75,0.4918496,0.160515055556,0.204041851852
715,35.8,0.5003119,0.16876627777800002,0.11390737654300001
716,35.85,0.5089469,0.1718365,0.022013919753099995
717,35.9,0.5175819,0.17145272222199998,-0.0770220679012
718,35.95,0.5263896,0.164352833333,-0.170461296296
719,36.0,0.5343338000000001,0.151688166667,-0.21539527777800002
720,36.05,0.5414145,0.140462666667,-0.231865740741
721,36.1,0.5479771,0.133938444444,-0.350730246914
722,36.15,0.5555759,0.111679333333,-0.572575123457
723,36.2,0.5600661,0.0718623888889,-0.6920259567899999
724,36.25,0.5628293000000001,0.0315657222222,-0.6110062037039999
725,36.3,0.5623111999999999,0.00642827777778,-0.450619074074
726,36.35,0.5624839,-0.00163105555556,-0.48212083333300004
727,36.4,0.5638655,-0.0370345555556,-0.5974140740739999
728,36.45,0.5588571999999999,-0.0739731666667,-0.509091882716
729,36.5,0.5550578,-0.08817294444439999,-0.40381950617299994
730,36.55,0.5505675999999999,-0.108896944444,-0.376208827161
731,36.6,0.5441776999999999,-0.12789394444399999,-0.321680401235
732,36.65,0.5374424,-0.14161400000000002,-0.25968962963000003
733,36.7,0.5300163,-0.153798944444,-0.190343117284
734,36.75,0.5218994,-0.161666388889,-0.10148790123500001
735,36.8,0.5136098,-0.164160944444,-0.007195833333339999
736,36.85,0.5053202,-0.162242055556,0.08624339506169999
737,36.9,0.49720329999999996,-0.15542999999999998,0.17488540123500002
738,36.95,0.4896045,-0.144492333333,0.25414617284
739,37.0,0.4825238,-0.1286615,0.308727901235
740,37.05,0.47682470000000005,-0.1131185,0.35408830246899997
741,37.1,0.4711255999999999,-0.094985,0.425726820988
742,37.15,0.4669808,-0.0702313333333,0.487770895062
743,37.2,0.46404490000000004,-0.043942555555600005,0.508079135803
744,37.25,0.4626633,-0.0183253888889,0.50450787037
745,37.3,0.4623179,0.00556477777778,0.509624907407
746,37.35,0.46300870000000005,0.0326211111111,0.510637654321
747,37.4,0.46559920000000005,0.059005833333300006,0.469488148148
748,37.45,0.46922590000000003,0.07972983333330001,0.42162253086400003
749,37.5,0.4735434,0.100070055556,0.387882067901
750,37.55,0.4792425,0.119258944444,0.34028296296300004
751,37.6,0.4856324000000001,0.134993833333,0.274561018519
752,37.65,0.49288580000000004,0.147082833333,0.196952623457
753,37.7,0.5004846,0.155142166667,0.10873703703700001
754,37.75,0.5086015,0.158308333333,0.015084598765399998
755,37.8,0.5165457,0.156101611111,-0.06625496913580001
756,37.85,0.5243171999999999,0.150632777778,-0.121263117284
757,37.9,0.5317433000000001,0.142861277778,-0.154630462963
758,37.95,0.5386513,0.133746555556,-0.177337314815
759,38.0,0.5446958000000001,0.12971688888900001,-0.29422962963000004
760,38.05,0.5522946,0.111103666667,-0.526201975309
761,38.1,0.5567848000000001,0.0737812777778,-0.682911234568
762,38.15,0.5598934,0.0320454444444,-0.631740864198
763,38.2,0.5592026,0.00422155555556,-0.448220462963
764,38.25,0.5595479999999999,-0.00748366666667,-0.355634074074
765,38.3,0.5588571999999999,-0.0256171666667,-0.383831080247
766,38.35,0.5567848000000001,-0.041735833333300006,-0.49107564814800003
767,38.4,0.5557486,-0.0764677222222,-0.558929691358
768,38.45,0.5490133,-0.108513166667,-0.429084876543
769,38.5,0.5436595999999999,-0.11897111111099999,-0.291457901235
770,38.55,0.5374424,-0.132499277778,-0.233678024691
771,38.6,0.5303616999999999,-0.14314911111099998,-0.17216697530900002
772,38.65,0.5229356,-0.150440888889,-0.10298037037
773,38.7,0.5151641,-0.153703,-0.025052160493799998
774,38.75,0.5073926,-0.152743555556,0.0513302777778
775,38.8,0.4997938,-0.148617944444,0.128245740741
776,38.85,0.49236769999999996,-0.140462666667,0.211344290123
777,38.9,0.4854597,-0.126454777778,0.276106790123
778,38.95,0.4797606,-0.11187122222200001,0.324558734568
779,39.0,0.47423420000000005,-0.0953687777778,0.39337222222199997
780,39.05,0.4699167,-0.0728218333333,0.462239012346
781,39.1,0.4668081,-0.0471087222222,0.49086243827200005
782,39.15,0.46525379999999994,-0.0218753333333,0.48089487654299995
783,39.2,0.4647357,0.00124727777778,0.46133287037
784,39.25,0.4654265,0.023314500000000002,0.45578941358
785,39.3,0.4669808,0.046629000000000004,0.452271450617
786,39.35,0.47008940000000005,0.06965566666669999,0.427272592593
787,39.4,0.47406149999999997,0.0902837222222,0.38207209876500003
788,39.45,0.4792425,0.108033444444,0.328343209877
789,39.5,0.48494160000000003,0.123288611111,0.268164722222
790,39.55,0.49167690000000003,0.135665444444,0.19236861111099998
791,39.6,0.4987576,0.142573444444,0.11374746913599999
792,39.65,0.506011,0.146795,0.038484382716
793,39.7,0.5136098,0.14669905555600002,-0.039443827160499996
794,39.75,0.5208632000000001,0.14238155555600002,-0.105645493827
795,39.8,0.5279439,0.135281666667,-0.151698827161
796,39.85,0.5345065,0.126262888889,-0.18400012345699998
797,39.9,0.540551,0.11676438888900001,-0.23234546296300002
798,39.95,0.5459046999999999,0.108609111111,-0.380899444444
799,40.0,0.5522946,0.08347166666669999,-0.592830061728
800,40.05,0.5554031999999999,0.038473722222199996,-0.599706080247
801,40.1,0.5550578,0.012664666666700002,-0.41325404321000003
802,40.15,0.5557486,0.00268644444444,-0.318961975309
803,40.2,0.5554031999999999,-0.007675555555560001,-0.42434095679
804,40.25,0.5562666999999999,-0.039721,-0.5406469444449999
805,40.3,0.5514311,-0.0730137222222,-0.463518271605
806,40.35,0.5478044,-0.0866378333333,-0.357499660494
807,40.4,0.5431414999999999,-0.1044835,-0.311659537037
808,40.45,0.5372697,-0.11897111111099999,-0.252760308642
809,40.5,0.5310524999999999,-0.130196611111,-0.189490277778
810,40.55,0.5241445,-0.13815999999999998,-0.11790506172800001
811,40.6,0.5170638,-0.141997777778,-0.046000030864199994
812,40.65,0.5098104,-0.1424775,0.022760154321
813,40.7,0.5027297000000001,-0.139982944444,0.09605104938269998
814,40.75,0.49564899999999995,-0.133554666667,0.178989691358
815,40.8,0.48908640000000003,-0.121177833333,0.246204104938
816,40.85,0.48356000000000005,-0.108033444444,0.29732117284000004
